Episode,Consigli_Accettati
1,0
2,0
3,1
4,2
5,1
6,0
7,1
8,1
9,1
10,1
11,1
12,0
13,2
14,1
15,0
16,0
17,0
18,0
19,0
20,1
21,2
22,0
23,1
24,2
25,0
26,0
27,0
28,0
29,2
30,0
31,0
32,1
33,1
34,0
35,0
36,1
37,1
38,2
39,1
40,0
41,0
42,1
43,1
44,0
45,0
46,0
47,0
48,0
49,0
50,1
51,0
52,1
53,2
54,0
55,0
56,0
57,1
58,0
59,0
60,1
61,0
62,0
63,0
64,0
65,0
66,1
67,0
68,2
69,0
70,0
71,0
72,1
73,0
74,0
75,0
76,0
77,0
78,0
79,1
80,0
81,0
82,0
83,0
84,0
85,2
86,1
87,0
88,0
89,1
90,0
91,0
92,0
93,0
94,0
95,1
96,1
97,1
98,1
99,1
100,0
101,0
102,0
103,1
104,1
105,0
106,0
107,1
108,2
109,0
110,0
111,0
112,0
113,2
114,1
115,0
116,0
117,1
118,1
119,1
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,2
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,2
139,0
140,0
141,0
142,0
143,0
144,1
145,0
146,0
147,1
148,1
149,0
150,1
151,0
152,0
153,0
154,1
155,1
156,1
157,2
158,1
159,0
160,0
161,1
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,2
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,2
183,0
184,1
185,1
186,0
187,0
188,1
189,1
190,0
191,1
192,1
193,0
194,0
195,0
196,0
197,0
198,2
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,1
208,2
209,0
210,0
211,2
212,1
213,0
214,0
215,0
216,3
217,1
218,0
219,0
220,1
221,1
222,1
223,0
224,0
225,1
226,1
227,1
228,3
229,1
230,2
231,0
232,2
233,0
234,0
235,0
236,0
237,0
238,1
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,1
248,1
249,0
250,0
251,1
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,1
261,1
262,1
263,0
264,0
265,0
266,0
267,0
268,1
269,0
270,2
271,2
272,1
273,0
274,0
275,0
276,1
277,0
278,0
279,0
280,1
281,0
282,0
283,1
284,1
285,0
286,0
287,1
288,4
289,2
290,0
291,1
292,0
293,1
294,0
295,0
296,1
297,1
298,0
299,1
300,3
301,1
302,3
303,2
304,1
305,3
306,0
307,1
308,0
309,1
310,2
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,1
321,3
322,2
323,1
324,0
325,1
326,0
327,0
328,0
329,0
330,0
331,0
332,1
333,0
334,0
335,1
336,0
337,2
338,0
339,1
340,0
341,2
342,1
343,2
344,2
345,0
346,2
347,0
348,1
349,1
350,0
351,1
